label,content,id,permalink
2,I am so sorry Aretha! I also lost several members of my family to cancer! They will stay our hearts forever! ,,
2,"So sorry for your loss, sending you from Ireland . From a cancer survivour. I don't know if the following will help,but I hope so, ""To live in the hearts we leave behind,is not to die"", Thomas Campbell.",,
2,"Im so sorry you lost Socks. We have an 18 year old cat who is declining and a 10 year old cat who is in his last days due to kidney cancer. Its so hard on our hearts, isnt it? Remember all the wonderful moments in those 16 years.",,
2,"So sorry about what youve been thru! As a military brat whose dad died of Agent Orange related Brain Cancer, I understand the sacrifices youve made! I KNOW you will come out on top. Some amazing CEO is just around the corner with a Dream Job Offer!!!",,
2,"I am so sorry to hear about your cancer appointment, thats awful. Care homes and hospitals too. But I disagree that we need to open up now: it is a political choice for the government to stop supporting people to lock down, and our sacrifices will be wasted if its too soon.",,
2,yeah that's still the most deadly cancer right now. by the time you show symptoms its too late. im so sorry for your losses.,,
2,"Im a 15 year breast cancer survivor, chemo saved my life, sorry for your losses",,
2,So sorry for your losses - I have also heard exactly the same from someone I know who works in a care home. She is upset that the deaths from dementia and cancer are all being put to Covid. The relatives are not happy either - and at such a sad time for them anyway .,,
2,"God bless you, ma'am. I am so sorry for your losses to cancer. ",,
2,J.T. sorry for your losses. People die and people die from a number of things. This isn't the only thing. I lost my father to cancer and he suffered. It's sad but things like this happen. This so called virus isn't what it appears to be.,,
2,"Thank you so incredibly much We hope you received our thank you via email! Please don't apologize, we're so greatful & it helps so much! We're so sorry for your great losses. Cancer is such a devastating disease. So sorry you've had to fight it twice. It's the worst.",,
2,Yes I know what you mean. I lost my mum and dad through cancer and dementia some years ago. I always think laughter is the best medicine as they say though. Wishing you many more happier years x,,
2,"Wow, so sorry about all those losses. I'm not close with anyone but my immediate family. We've lost a lot of family members to cancer, both sides.",,
2,Im so sorry to read this. I have experienced many losses from the beast of cancer. Definitely praying for you all. One precious day at a time. Share many moments of love. Rejoice with her and relive happy times as family; uplifting memories. ,,
2,"But doesnt that bother you, Will, that he served that long and seemed to proper but his brothers in large other cities have not. Im sorry he had cancer but Im also sorry he did not serve his constituents. 22 trillion dollars has been invested for anti poverty programs..waste!",,
2,You'll be in my heart this weekend. I lost my dad to colon cancer in 2003. Mom passed in 2015 (brain bleed). They'd have been together 48 years June 27. I hope they are there to welcome your mom & take her dancing with them. They liked dancing.,,
2,"My best friend has had a cancer diagnosis in the past year and its been rough .Youll be fine. Take it one day at a time. Sometimes, its one hour at a time. Dont google your illness too much. Youll drive yourself crazy. Thats all I got.",,
2,"I have too many friends who have lost children, from age 3 (illness), 17 (car accident), 21 (death by suicide), 22 (drowning), to 30 (cancer). I hope you find others who can empathize; you are not alone. Sending love, strength, and courage always. ",,
2,"I promise Ill put you on my prayer list I have a friend waiting on a date for surgery for breast cancer, I wish you a successful surgery stay strong sending love and best wishes ",,
2,Very sorry for your sad news. Cancer is such a horrid illness. ,,
2,I lost my mom to cancer about 2 weeks ago. My heart is with you.,,
2,I was a mess for weeks when I lost my dog to cancer a year ago still get emotional. Sending strength and love,,
2,So very sorry for your loss hon...I lost my Dad to Cancer a year and a half ago. It just devastating. #fcancer #dadsaresospecial,,
2,Sorry to hear of your loss but how lovely to leave this earth doing something you love. My dad died of Motor Neurone disease and my mum died of cancer. Take comfort in the way he passed,,
0,"So what can I say about someone who has had my back for 20+ years! Births, deaths, graduations, marriages, divorces, cancer, heartbreaks, happiness and EVERYTHING in between...you have <URL>/BnMhLcbFKmZ/?utm_source=ig_twitter_share&igshid=qxipzon5t1cg",,
0,Geminis and Cancers Main cause for my heartbreaks ,,
0,Had my suspicions regarding Bourdains suicide. Now Im leaning towards a pattern of feminist heartbreaks in his life as the root cause of his depression. Feminism is cancer. <URL>/s/pagesix.com/2018/06/12/paparazzo-who-snapped-asia-argento-with-french-reporter-regrets-shots/amp/,,
0,Ive been saying this for years but they dont hear me a Cancer and a Scorpio DO NOT belong together save yourself the confusion heartbreaks headaches and unnecessary years it just doesnt work ,,
0,"""Most people know that using tobacco causes cancer and lung disease, but many people arent aware that tobacco also causes heart disease and stroke  the worlds leading killers,"" - <USER>, WHO Director-General. #WNTD #WNTD2018 #tobaccocontrol #world #health #heartbreaks #rt",,
0,"Weird that some question how break ups/non-sexual/non-death related set backs cause PTSD. You have the right to define what's traumatic TO YOU. Eg, Some heartbreaks are fever, some cancer & can be traumatic. We need to stop viewing trauma through a binary lens.",,
0,If there would be a cure for cancer I swear itd be 808s and heartbreaks,,
0,"Honestly Ive been through cancer, multiple heartbreaks and several broken bones but the BUSES TALKING TO ME CONSTANTLY WILL BE THE THING THAT BREAKS ME I SWEAR TO GOD",,
0,Okay Ive never seen this movie till now and that tweet was fairly early now its heartbreaks cause WTF SHE HAS CANCER ?????,,
0,TBH my worst friendship heartbreaks came from fucking cancers and my Scorpio obsessive side still checks up on them lol wtf  yeah its a thing https://curiouscat.me/aquamoonz/post/263896448?1514260275,,
0,How dare you compare 'heartbreaks & breakups' to 'cancer'? Little girl you don't know shit so fkn sit down & stfu. Fkn pissing me off! ,,
0,"Its heartbreaking, is it because those having cancer treatments have a lower immune system so if they contracted the virus they would be unable to survive?",,
0,#days #DOOL #daysofourlives Chrishell Stause Shares Heartbreaking Loss With Fans - Mother Passes Away From Lung Cancer ,,
0,Days of Our Lives Spoilers: Chrishell Stause Shares Heartbreaking Loss With Fans  Mother Passes Away From Lung Cancer http://dlvr.it/Rbxp4m,,
0,10. Title: Paddleton Synopsis: A story of a man and his best friend who is diagnosed with terminal cancer. Ray Romano and Mark Duplass bring a balance to hilarious and heartbreaking. ,,
0,"CANCER, but I'm biased, because I went through it. It's heartbreaking, terrifying, isolating and for many a loss of life and enormous financial strain. Apart from this, I'd say mental probs from shyness to bipolar because it really cripples a person's life (yes even shyness).",,
0,"Its heartbreaking, after my initial breast cancer diagnosis we joined private medical insurance, after a poor NHS service. Thank God we did 8 years on MBC. No waiting lists, no delays. Best decision ever. NHS cant cope Im afraid with the numbers",,
0,"Massive hugs, it is totally shit. COVID is shit, cancer is shit, not having a magic wand is shit, recommending what you think is best and seeing it going terribly wrong for another human who you really really wanted it to work for it heartbreaking.",,
0,"Heartbreaking,far to many young ladies dying of secondary breast.",,
0,Would they clump all of cancer together? Maybe it dwarf the other statistics? Also suicide being third is heartbreaking,,
0,Selling Sunset Star Chrishell Stause's Mother Dies After Cancer Battle Selling Sunset star Chrishell Stause shared heartbreaking news over the weekend. The reality TV personality took to Instagram on Saturday to reveal that her mother passed away after...,,
0,"Each of these deaths is a tragic loss. Witnessing it in person in the units these past few weeks and seeing it put into perspective with AZs other deaths from heart disease, cancer, etc is heartbreaking. ",,
0,Selling Sunset Star Chrishell Stause's Mother Dies After Cancer Battle: Selling Sunset star Chrishell Stause shared heartbreaking news over the weekend. The reality TV personality took to Instagram on Saturday to reveal that her mother passed away after... ,,
0,Heartbreaking.... Hope there be fair investigation and justice be served.,,
0,"I did! I think it differs where the cancer is tbh. My cat had her cancer in her nose mainly, which made it hard for her to breathe which made it a little easier to know when to put her to sleep. It was heartbreaking but definitely the right decision at the time!",,
0,"We have to share some heartbreaking news... Lucky, our kill shelter survivor, has recently passed away. Hes suspected to have Pancreatic cancer but due to other health issues he wasnt able to go under anesthesia and so there was no way to get biopsy done and check for sure. ",,
0,"Some days, it's impossible to put feelings into words. The news about the passing of U.S. Congressman John Lewis is heartbreaking. This man was a genuine hero. He never stopped fighting to make America better - even as he battled pancreatic cancer. This was his final tweet: ",,
0,"Heartbreaking! She is so brave! Ginsburg says she's being treated for recurrence of cancer, will stay on Supreme Court ",,
0,This is beyond heartbreaking ... and with addition of #COVID19; this is the tip of the iceberg of delayed diagnosis and delayed treatments for #cancer and #bloodcancer.,,
0,May her dear soul RestInPeace age 57 Kelly Preston hugs family in heartbreaking last pic amid secret cancer battle ,,
0,Heartbreaking article about the fatal consequences of austerity on the NHS: I'm one of the thousands of extra cancer deaths we'll see this year | Val Curtis ,,
0,"This is heartbreaking. 850 #AUB university hospital employees lost their jobs.  In 27 years I never took a sick-leave, now I have cancer . ",,
0,Barnsley police officer helps raise 10k after hearing heartbreaking story of four year old fighting rare cancer ,,
0,Heartbreaking loss.,,
0,"I want to wrap up in a blanket and take a long nap. Wake me up when 2020 is over. The death of Rep. John Lewis, the news of RBGs liver cancer returning... on top of everything else already going on... its just heartbreaking.",,
0,<USER> This is devastating & heartbreaking for all of us. John Lewis is a great hero that done so much for what's right and true. Cancer sucks in so many ways. We'll never forget him. We love you John Lewis. Rest easy now. We'll keep on believing & fighting for equality.,,
0,"A heartbreaking loss of an icon who paved the way lost his fight w/cancer. He once said , You cannot be afraid to speak up & speak out for what you believe. You have to say something, you have to do something. RIP #johnlewis #BlackLivesMatter #CivilRights #Selma #FreedomRider",,
0,"1st RBG announces she has cancer again. And now, #JohnLewis has passed on from this world. What a sad, heartbreaking day #goodtrouble #JohnLewisGoodTrouble #ripjohnlewis #VoteBlue2020 #Biden2020",,
0,"I normally try to stay positive but today was a struggle for me with 74K new Covid cases, seeing Feds invade my hometown & hearing RBG s cancer has returned. NOW to lose such a great man who dedicated his life to fight against injustice is truly heartbreaking. #ripjohnlewis",,
0,Absolutely heartbreaking to hear that <USER> has passed away following a stoic battle with pancreatic cancer. He was a true patriot and American hero and fought for rights for ALL Americans. Our nation grieves #ripjohnlewis,,
0,Heartbreaking news: Congressman John Lewis has died at the age of 80. He had been battling pancreatic cancer. Wow. Two civil rights greats (Rev. C.T. Vivian) gone in one day...,,
0,Breaking News on the Friday night civil rights icon <USER> has died at the age of 80 after suffering complications due to pancreatic cancer thanks to <USER> of confirming this heartbreaking news,,
0,"The murder of Nia Wilson is so heartbreaking. She should be here with us today, but Im glad that Nordic monster will never know freedom again",,
0,This is heartbreaking news. Bless her heart .Thoughts & Justice Ruth Bader Ginsburg says she has cancer again ,,
0,"Heartbreaking False Hope? Alternative Cancer Cures, False Hope? Alternative Cancer Cures: <URL>/iplayer/episode/p08jjqm6 via <USER>",,
0,"""Haven't taken a sick leave in years though I'm a cancer patient"" This man gives meaning to words like conscience, sacrifice, determination, commitment, dedication Today he was laid-off...hundreds were..each with a heartbreaking story ... #AUB #Lebanon",,
0,"Im actually reading Joe Bidens book Promise Me, Dad right now. The hell Beau went through with his cancer is heartbreaking. Youve gotta feel for the Biden family, theyve been through a lot. ",,
0,Heartbreaking news BBC News - Ruth Bader Ginsburg: Supreme court justice has cancer again ,,
0,Heartbreaking news. Justice Ruth Bader Ginsburg said she has liver cancer but that she is fully able to work during chemotherapy. <URL>/supreme-court-justice-ginsburg-has-liver-cancer-11595003443 via <USER>,,
0,This is grave news. Metastatic pancreatic cancer. Heartbreaking. ,,
0,It's heartbreaking to hear about Ruth Bader Ginsberg's cancer resurgence. But RBG doesn't need your organs. She needs you to volunteer on Senate campaigns.,,
0,"This is heartbreaking. His wife died of cancer not too long ago and now because of what happened to ABS-CBN, he lost his job too. ",,
0,This is completely heartbreaking I'm one of the thousands of extra cancer deaths we'll see this year | Val Curtis <URL>/2020/jul/16/extra-cancer-deaths-this-year-covid19-nhs-health,,
0,"Entering safety with Christ... A land where there is no sorrow, worries, death cancer etc... City of God. #WorldWideSundayRevival",,
0,"Cancer: You will make a dramatic entrance to a society party this week, when you have a fatal heart attack at the wheel of your car.",,
0,"OBITUARY: With deep sorrow we inform you of the untimely demise of Sr. Silvy Joseph FCC . She rendered her dedicated service at Divine Retreat Centre, Margherita for a few years and returned to Vijayawada only this February after she developed symptoms of cancer. <USER>",,
0,Death - Scavenger of Human Sorrow. This is their Stairway to Heaven album. Made right before the lead singer died of brain cancer. The best of their catalog. IMO.,,
0,It is informed with deep sorrow that Mr Iqbal Muneeb Collector of Customs passed away due to Blood Cancer today at AGHA Khan Hospital Karachi Please recite Surah e Fateha ,,
0,"Tbh puas banget ngelihat kalian para Capricorn di musim Cancer ini... so desperate in love and overwhelmed by the emotion inside and try to hold it together while yall nearly burst that shit~ yall seek one but only found the heart ache... ugh, the view ",,
0,"Yeah. Im a regular human. Cancer, heartache, pneumonia, flu, old age, Alzheimers, aneurysms, gun shots (like 5 people), etc... Welcome to earth, it goes hard.",,
0,"Your opinion about someone you only know through the media aside, her son is v.poorly in hospital & her mum has terminal cancer, so if you cant say anything nice dont say anything at all. Her running her mouth as you put it is indicative of the heartache she is experiencing.",,
0,"Dontzig is an <USER> winning writer&producer, actor, & cancer survivor. When diagnosed something about it felt off. Listening intuition, he researched, &made a discovery that ultimately saved his life. Hes known true love & deep heartache, &... <URL>/podcast/hey-human-podcast/id1134101582#episodeGuid=https%3A%2F%2Fheyhumanpodcast.com%2F%3Fp%3D3401",,
0,"any problem big or small, if its causing heartache for someone - is worth listening to - the left try to censure any issue that doesnt fit their political agenda - well Im sorry, if cancer, mental health or a death not related to covid impacts someone - I care!",,
0,"Hey peeps. Karen Dean <USER>, who made the lovely #NovaScotiaStrong hoodies n tshirts, has had heartache hit her family. Her son has been diagnosed w cancer. Lets support her family now: https://gf.me/u/ygpuaq #Halifax #FallRiverNS",,
0,Caused hella emotional turbulence and heartache cuz I could not communicate. Besides the fact that my moon is in Cancer. How do you extract solids from liquids ? Enigma of these placements tbh. With the moon on my tongue and my mind at the Summit. No wonder its hard to -,,
0,"What an amazing second episode of #TheNolansGoCruising brilliant, hearing more about their family, knowing how much heartache theyve had, especially with cancer, so many of my family have passed from cancer, so completely understand.. <USER> <USER> <USER>",,
0,"I thought this was a hoax, but am heartbroken to see its not. Cancer doesnt care what kind person you are, or if you have the means to acquire every treatment available. This family has suffered much heartache. RIP Kelly Preston.",,
0,"Very sad. They lost their 16 year old son in 2009 after he suffered a seizure. Now this. Thats a lot of pain, heartache and loss to overcome. #RipKellyPreston Kelly Preston dies of breast cancer aged 57 ",,
0,"""There is no cancer, no sickness, no sin, no reversal of fortunes, no curse, no heartache - nothing - that's greater than Jesus. Jesus heals. Jesus restores. Jesus brings life.""  Louie Giglio",,
0,Toxic cancers feed off your heart ache ,,
0,"Like I said jackass car accidents, cancer , flu , heart disease, you just dont understand anyone that was in a fatal accident or took a heartache and was tested was labeledas covid YOU JUST DONT UNDERSTAND",,
0,"Off course not - you must have realized that a peoples deaths dont matter unless they can be used to control people. So only covid deaths count, suicide, cancer, heart ache etc are . Remember Matt Hancock is trying to break the county - dont question him it is for you own good",,
0,"Didnt know that Sushants last film Dil Bechara is the Hindi remake of The Fault In Our Stars until now, and Ive got such a heartache #SushantInOurHeartsForever #SushantSinghRajput #RIPSushant #DilBechara #TheFaultInOurStars #Cancer #LoveStory #Romance",,
0,Many death certificates issued for cancer patients had Covid19 & Pneumonia. Many relatives are now fighting to have this removed. More heartache & grief,,
0,"Support this go fund me!! This beautiful family doesnt deserve anymore heart ache. If you cant donate, pls pls PLS share Moms Kidney Cancer Fund ",,
0,Still quite believe my luck of nabbing this <USER> night and day dress that the lovely <USER> donated to destash_for_kids_with_cancer I no longer face the heartache of piecing many pages together or <URL>/CCB0wvlgTyr/?igshid=l7y3r6lvsqvc,,
0,"I am stumped over that too maybe people have that misconception due to life being so hard and people being so sick with cancer and etc, that they ""become"" angels as a way of bidding farewell to heartache & soaring on the wings of healing and freedom, hence the angel analogy.",,
0,"#happyanniversary reneelrodriguez us. You, our journey, failures embarrassments. Rumors, truths , heartache, cancer. Religion, children, friends, no friends, come and gone, exist but really dont. But us, you , me <URL>/CB8H96KhPLU/?igshid=179h948asqtb6",,
0,I feel like wear a mask or you may die of #covid19 is akin to stop smoking because it causes cancer. Lets save us some heartache and skip to the punchline of decades of smoking cessation lessons learned on behavioral change.,,
0,"Start your journey where you are. When I was 12, I met the Buddha. I practiced very quietly for decades and that practice sustained me for decades. Through cancer and heartache. Every day, I consciously cracked my <URL>/CB0oDVLgUCU/?igshid=1thoswljzwrwn",,
0,My {late} Mom at age 13 lost her Mom to breast cancer. I cannot imagine a young girls heartache akin to this type of loss. My Mom was a true Libra . ,,
0,If youve ever watched <USER> youll know the true heartache and pain of childhood cancer. Thank you so much for showing that there is life after trauma ,,
0,"My dad died from cancer. My son died prematurely. We all have our anger. Our rage. But I still wear a mask. If it reduces chances of getting, or giving, Covid by .0000001 percent, its worth it to save a family from possible heartache.",,
0,"1/2. When a brother (serious problem with alcoholism for many years) passed from cancer, my family suddenly *forgot* years of heartache his problem caused & when I mentioned any bad memories connected to it after he passed, they attacked me. Why? Because they were his enablers.",,
0,"I'm Smiling by Progress Flock says despite the odds, I'm still smiling. Perfect for #survivors of #cancer, other sicknesses, hardship, #pain, #motivation #heartache, #disasters, etc. Get it <URL>/CBhDQWVlPpQ/?igshid=1c7jzaiyxq042",,
0,"Wishing these two crazy kids a Happy Anniversary today! Mom and Dad, you two are the most amazing people I know! Your love has stood the test of time. The test of cancer. The test of loss, heartache, and <URL>/CBgY855hICz/?igshid=15ag6v7o21zir",,
0,"There is no cancer, no sickness, no sin, no reversal of fortunes, no curse, no heartache - nothing - that's greater than Jesus. Jesus heals. Jesus restores. Jesus brings life. - Louie Giglio",,
0,"Heartbreaking Jim , so sad. Bastard Torys are the cancer, theyre complicit in the misery and heartache and suffering of innocent people , THEY wont suffer with their private health insurance and their shares in private health sector companies ",,
0,"We put Hazel down today after 8 years of pure love & happiness due to cancer Hazel was my friend & companion 24/7 I have no words at this time only heartache I cannot fathom Hazel not being here with me Thank God, I will be ok I literally know Hazel was an angel from heaven ",,
0,Do we know if all childrens #cancer charities have been denied funding from #coronavirus emergency fund <USER> Why do small charities always get overlooked? Small #charities tend to be born out of personal experience/trauma/heartache and their founders have to work harder. ,,
0,"My mom was diagnosed November 11, 2019. Months of heartache, a looming sadness, chemo and a surgery later.. May 1, 2020 we got a call from the surgeon declaring she was cancer free! Love you mami you the bravest #fuckcancer #godisreal #blessed",,
0,...10s of thousands not having treatment for other illnesses like cancer Thats before we consider the mental heartache many are enduring because they cant see family & friends <USER> be bold and give clear direction to get this country back on rack before its too late.,,
0,"Pisces, Cancer, Scorpio This heartache is causing you to put aside other opportunities. If youve been feeling really lethargic, take care of yourself. Have a full self-care day. Why? Because you cant help lift the collective if youre burning out inside.",,
0," Water Cancer, Pisces, Scorpio Your own thoughts and fears are holding you back. Release old heartache and step into your power. You have gained so much wisdom. You are equipped for the journey ahead. Its time to step forward.",,
0,"Ok you want to keep going?? What about the ppl who didnt get treatment for cancer, heartaches, strokes, FLU etc.. Hundreds, & hundreds of thousands of ppl died or not diagnosed bc of this virus, thats not mentioned.Thank goodness I got all my cancer taken care of before this.",,
0,"When my young daughter had facial cancer & lost half of her face, I made some strange decisions some of which I regret now. Pain, worry & heartache does that to people. I guess the reporters hounding him can not comprehend making sometimes illogical decisions-pity them",,
0,"Cancer : Leaving past heart ache behind is what youve decided! Its a good choice, take a leap of faith into the new path of life and see how things move in your favour! FOR YOUR HIGHEST GOOD. Move ahead and work on your finances. Stability is coming in.",,
0,"This is very sad. Bless these families dealing with this heartache. <USER> When should we expect the issue for breast cancer, heart disease, suicide, kidney disease, SIDS...Surely this isnt just for sensationalism? Right? Cmon, Andy!! #woke",,
0,Being around an abusive drunk is no way to live your life. Nothing but heartache & a probably a couple black eyes. I hope your dog does not have cancer!!! ,,
0,"This shit personal, freshman transfer, mom beat cancer, 3 schools, science major, experiments, bills, multiple jobs, some heartache nothing thrown she aint conquer.",,
0,Your scenes with <USER> this week have made me weep. I watched my mother die of breast cancer and I know the heartache of watching a parent die. But Im not saying that to win a free book. Im happy to pay for one. Just wanted you to know your work matters. ,,
0,Cancers are cute they have so many feelings you just dont know if youre getting romance or heartache its a fun ride,,
0,<USER> From hospital source that all deaths are being recorded as covid so if you die from a heartache/cancer/stroke its being recorded as covid even though patient did not have or tested. A friend died of a heart attack but death been recorded as covid!! WHY!,,
0,"Now, this is the best magic! Criss Angel donates food worth a quarter million dollars to families in need. ""This food will definitely help us cure some of the heartache. Its pretty impossible to go around town on our own. - Mother of young cancer warrior, Tiffany via <USER>",,
0,"Aww thank you I know you guys have pets & understand the heartache of losing them. Never enough time with them. His brother & sister are still here & they put a smile on my face daily. This was their Xmas card, before we knew he had cancer. Captain is the handsome black one ",,
0,"My late grandmother who lost a husband and two children to cancer, along with a lifetime of heartache & pain, once was sitting with me and, reflectively, said she believed in God because there is no lasting mercy anywhere in this world and I need some. #MothersDay",,
0,"Its amazing how the coronavirus has completely cured all cases (as there are no deaths reported) of terminal cancer, lung disease, stroke, heartache, and everyone in hospice; apparently this virus is a cure all; or perhaps self serving individuals are exaggerating deaths.....",,
0,"I love rats, we had many. Only downside is that they are descendants of rats bred to get cancer, and dont live very long. Couldnt take the heartache anymore. Hope yours will get better. ",,
0,"Someone who means the world to me and is very close to my heart among many other people that i know who have experienced such heart ache of the loss of loved ones due to Cancer, is extremely overwhelming. This <URL>/B-7sd8bjNae/?igshid=xzeaxyapj7rf",,
0,elegy is such a sad episode it makes my heart ache for scully because shes coming to terms with how she could potentially die from her cancer ,,
0,Investigate the number of cases and deaths of this virus and cut funding to the ones lying about the real number. Ive seen people say their loved ones died of cancer or a heartache only to have Covid-19 put on the death certificate. I want to see the truth #DontTrustTheMedia,,
0,"Not once do I forget the heartache of a father whos 6 y.o. daughter had terminal cancer. I was a Make a Wish Volunteer, after losing our 1st child. My business goal is to help St. Jude 1 day - I think about it always; No Family should worry about costs, just their child better",,
0,"#Alcohol, the mind altering #drug causes misery, heartache, violence, self-harm, harm others, mental & physical illnesses, depression, stress, wet brain, insomnia, several cancers, liver disease, addiction, mood disorders, dementia, anxiety, poverty #ImmuneSystem #Addiction",,
0,"Elder Stevenson quotes the social media post of a friend who recently died of cancer; he spoke at her funeral; she had. responded to this question: How do you. still have faith with all the heartache that surrounds you? Because,"" she said... #generalconference #latterdaysaints",,
0,&thats great when there is a high chance for success. But if the chance is low i feel in my experience seeing people around me find cancer &try to fight it. It only brings more heartache pain & suffering for everyone. If they never found the cancer i feel these ppl would have..,,
0,Coronation Street star Antony Cotton's heartache as teenage pal loses brave battle with cancer - Manchester Evening News <URL>/news/showbiz-news/coronation-street-star-antony-cottons-18031066?utm_source=dlvr.it&utm_medium=twitter,,
0,"Many reports from the US about unused test kits coming back positive...deaths due to gunshot wounds, cancer, heart disease all being assigned to covid. The numbers there are seriously inflated with a political agenda driving it.",,
0,"I am from Florida, where a motorcycle crash, gun shot wounds, cancer , and diabetes, are all counted as covid deaths.",,
0,Thank you so much! I want to give you a huge shout out too for the fantastic work you do to increase access to cancer care for people with mental illness!,,
0,"For #followfriday we want to give a big shoutout to <USER>, AKA the Wounded Healer! We are so grateful for your empathy & advocacy to destigmatize mental health. Thank you for your passionate work & sharing your story. <URL>&t=309s #mentalhealth #ff",,
0," We face losing young, passionate and driven researchers. A wounded research community means less bright minds answering vital questions about blood cancer, and ultimately, more lives lost to this terrible disease. ",,
0,"You don't know what a tough day is <USER>. Try asking our wounded warriors, our cancer patients, our homeless, our single parents, our unemployed, our elderly patients, our soldiers in Afghanistan, our police officers, our fire fighters, our nurses and doctors fighting covid-19.",,
0,"American cancer society, wounded warriors.",,
0,This is a heartbreaking and brave piece from Val Curtis on her impending death and the tragedy that it's needless. Were our NHS not wounded from a decade of austerity and waiting times beyond parody she would have been cured from her cancer. We should be far better than this. ,,
0,"There are wounded soldiers out there who have had head and neck cancer. World Head and Neck Cancer Day is a chance for us to push for understanding and prevention. #WHNCD2020<USER>, <USER>, <USER> <USER> https://hncmaureen.com/2020/07/15/what-whncd-means-to-us/",,
0,"""I would like a place I can call my own Have a conversation on my telephone Wake up everyday, that would be a start I would not complain 'bout my wounded heart"" Ian Curtis wrote this for Cancers",,
0,Donate to something like wounded warriors or pediatric cancer,,
0,"<USER> they raise money for COVID victims, children's cancers, 9/11 victims, families of dead or wounded soldiers and various other charitable causes. Why did you change their website to gay porn? Was that a business decision on your part? Russell?",,
0,"Kelly Preston, well known Actress and Wife of John Travolta dies at 57, lost her 2 years battle against Breast Cancer. Life of Mr & Mrs John Travolta already had wounded as their eldest Son (Jett Travolta) had died at age age of 16 back in year 2009. #RIPKellyPreston",,
0,"Are all genuine guys in the world affected by corona virus, attacked by dengue mosquitoes, murdered by their gf's sautans , have any sort'o cancer, wounded in world war 1&2 , OR FUCKING DEAD CAUSE OF THEIR GOOD DEEDS? Relationship and feelings are preferred over SEXTING!! UGH.",,
0,Top stories at 5am ET on <USER>: * 1-year old among 3 kids wounded in weekend gun violence in #NYC. * Saturday was first day with no #coronavirus deaths in NYC since March. * Actress #KellyPreston dies of cancer at 57. LISTEN LIVE here. ,,
0,"As a #cancer surgeon myself, and a cancer survivor of 40 years, I see <USER> grad Mr. Poux having a magnificent career ahead as a wounded healer who will bring better care in #pediatric #oncology far into the future.",,
0,"What did DeNiro ever do to earn your admiration? Hopefully, you don't think being an actor is cause enough. Did he cure cancer? Did he dedicate his handsome earnings to a good cause, like Wounded Warriers? Is he a man of high moral character? ",,
0,"<USER> how about a little bet on where #9 ends up by years end? If I set the WB ranking +/- at 5.5? I take the over. $50 to the charity of the winners choice. No political nonprofits, just Cancer foundation , Childrens hospital, St Judes, Wounded warrior,etc",,
0,"I think they should do this in every city that has allowed org names painted in the streets. I would encourage Wounded Warriors, American Cancer Association, Girl Scouts, and every other nonprofit to demand streets be painted for them, as well. ",,
0,Mind that this is a man with foundation that bears his name that supports everything from Pancreatic Cancer Awareness to social justice to Wounded Warriors to anti-bullying.,,
0,"......as winter approaches, cancers go undiagnosed, tens of thousands wounded survivors of the virus plague need care, in an health and social care system exhausted, bled of resources after a year of fighting Corona 19. .....",,
0,"I would love that challenge as a combat wounded vet. And one who lost my son at 10 years old while you play politics, instead of funding childhood cancer research",,
0,"Dear Mr Whitaker I said 2 tweets a day but I have to be honest. Im phoning this one in - no pun intended. So let me just ask again...why is legitimately diagnosed intractable pain due to nerve damage, incurable disease or being wounded in battle different than having cancer?",,
0,"Iam so grateful my parents didnt have to deal with this. They had enough on their plate: Father wounded fr WW11 for life fr Mortar bomb hitting his head, my mother survived TB, cancer and 2 heart attacks.",,
0,"Yes Lord we receive it!!! Heal all manner of disease... Cancer, Diabetes, low and high blood pressure....in the Name of Jesus!!! But he was wounded for our transgressions, he was bruised for our iniquities: the chastisement of ou ",,
0,"Even heard of the three day no sugar fast for starters to kill cancer, not hydrogen water or anything, all from God and used by Gods to heal them selves as animals do when wounded, thats how I have always been, natural, something hurts me I leave, go, but this entire time I",,
0,"Opioids can be life restoring for people with cancer, ALS, wounded veterans, nerve pain, complex pain, etc... If you're not in a place where you're suffering daily and aren't able to function, then you don't need opioids but many of us do. It should only be betw doctor & pt.",,
0,also i just logged onto twitter from my laptop just to share this: a month ago i walked into the ENT just to get my ears checked bc of some earwax built in my left one. yesterday i wounded up coming back in just to found out i have stage 1 thyroid cancer l o l wtf is my life,,
0,"that weve sought comfort and a connection to. we may feel confused, as though our identity is wounded and our past insecurities have re-surfaced. chiron, the link between our personal and collective experiences, has squared the sun (in cancer) within 1.2 causing us to feel an",,
0,This is what you say when someone gets cancer or is wounded in a war. Not In a internet beef.,,
0,"Look, if I have cancer and my body is weak and get mortally wounded by a gunshot. I died of the gunshot. It's not upper level science.",,
0,"Thank you Mr Lawhorn for you're exceptional effort to stop the horrible suffering of millions of our elderly, disabled, wounded Warriors, rare disease and cancer patients due to the unintended consequences of the 2016 CDC guidelines for prescribing opioid",,
0,"If you were educated you would know that it is very true. 2 murders, 4 shot wounded in 2 weeks... You been there a little over 2 weeks... Try and do that math... 19 poc killed on a YEAR, For the ENTIRE nation.. Not just six blocks. Your a cancer to black people!",,
0,"Just want it to be known that the only way I get paid by doing charity streams, is by getting paid with good feelings. Streams I did out of good intentions include:  $110 for Gamers Outreach  $45 for Wounded Warriors  and $10.31 for the National Breast Cancer Foundation ",,
